Path_Index,Voltage_V,Target_Energetic_Span_eV,Steps,Pathway_Topology,Base_dG_List,Is_PCET_List
1,-2.0,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.9,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.8,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.7,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.6,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.5,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.4,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.3,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.2,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.1,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-1.0,1.4768,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.9,1.4876,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.8,1.5876,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.7,1.6876,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.6,1.7876,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.5,1.8876,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.4,1.9876,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.3,2.0876,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.2,2.3439,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,-0.1,2.6439,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.0,2.9439,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.1,3.2439,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.2,3.5439,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.3,3.8439,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.4,4.1439,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.5,4.5045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.6,5.3045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.7,6.1045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.8,6.9045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,0.9,7.7045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.0,8.5045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.1,9.3045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.2,10.1045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.3,10.9045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.4,11.7045,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.5,12.6002,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.6,13.5002,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.7,14.4002,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.8,15.3002,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,1.9,16.2002,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
1,2.0,17.1002,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*COCHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.4768|0.9108|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|0|1|1|1|1|1|1|1
2,-2.0,0.119,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.9,0.219,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.8,0.319,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.7,0.419,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.6,0.519,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.5,0.619,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.4,0.719,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.3,0.819,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.2,0.919,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.1,1.019,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-1.0,1.119,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.9,1.219,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.8,1.319,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.7,1.419,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.6,1.519,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.5,1.619,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.4,1.719,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.3,1.819,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.2,1.919,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,-0.1,2.019,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,0.0,2.119,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,0.1,2.219,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
2,0.2,2.365,11,(CO2) -> (*CO2) -> (*COOH) -> (*CO) -> (*CHO) -> (*COHCHO) -> (*COHCH2O) -> (*COHCH2OH) -> (*CHOHCH2OH) -> (CH2OHCH2OH) -> (*CH2OHCH2) -> (CH2CH2),0.0264|2.0926|-1.5627|1.2087|-0.2395|-0.6508|-0.6015|-0.4852|-1.1691|0.4672|-1.4043,0|1|1|1|0|1|1|1|1|1|1
